"","KH","ATTITUDE_ENG.5","INTEREST_ENG.5","CLASSMATERELATION.5","CAMPUS_CONDITION.5","SATISIFACTION_LEARNING_MATH.5","STRATEGY_MATH.5","THR_MATH_NEW.5","PISA_12_ST81_ENG.5","THR_ENG_NEW.5","HOMEWOK_CORR_MATH","STRATEGE_ENG.5","SATISIFACTION_LEARNING_ENG.5","HOMEWOK_CORR_ENG.5","STUDYINTEREST_MATH.5","STEP_CLASSMATERELATION.5","PISA_12_ST81_MATH.5","MATH_ENG_STRESS_5","MANNERS.5","SOCIAL_MORALS.5","HARD_WORK.5","MP_ADD_5","SOLIDARITY_FRIENDSHIP.5","MORAL_DUTY.5","THRIFTY.5","AWARE.5","SENSE_HONOR.5","GRA_GEOMETRY.5","SELF_PROTECTION.5","ENG_LEVEL_5","ENG5","ENG_LEVE5_KNOWLEDGE_T1","ENG_LEVE5_KNOWLEDGE_T2","MATH_LEVE5_KNOWLEDGE_T1","MATH_LEVE5_KNOWLEDGE_T2","MATH5","MATH_LEVE5_THINKING_T2","MATH_LEVE5_THINKING_T1","ATTITUDE_ENG.9","INTEREST_ENG.9","CLASSMATERELATION.9","STUDYINTEREST_MATH.9","CAMPUS_CONDITION.9","STUDYATTITUDE_MATH_9","SATISIFACTION_LEARNING_MATH.9","STRATEGY_MATH.9","DISCLIMA","THR_MATH_NEW.9","PISA_12_ST81_ENG.9","THR_ENG_NEW.9","SATISIFACTION_LEARNING_ENG.9","STRATEGE_ENG.9","HOMEWOK_CORR_ENG.9","STEP_CLASSMATERELATION.9","PISA_12_ST81_MATH.9","MATH_ENG_STRESS_9","MANNERS.9","SOCIAL_MORALS.9","SENSE_HONOR.9","HARD_WORK.9","SOLIDARITY_FRIENDSHIP.9","MORAL_DUTY.9","THRIFTY.9","AWARE.9","MP_ADD_9","GRA_GEOMETRY.9","SELF_PROTECTION.9","ENG_LEVE9_KNOWLEDGE_T1","ENG_LEVE9_KNOWLEDGE_T2","ENG9","ENG_LEVEL_9","MATH9","MATH_LEVE9_THINKING_T1","MATH_LEVE9_THINKING_T2","MATH_LEVE9_KNOWLEDGE_T1","MATH_LEVE9_KNOWLEDGE_T2"
"195",1052050123,586.23,621.79,588.3,636.77,584.42,707.23,504.06,521.41,534.49,438.27,710.87,633.98,529.65,654.86,4,663,526.81,674.68,659.91,670.61,NA,621.46,647.25,654.75,656.1,522.2,602.34,549.59,4,685.57,631.87,713.44,656.96,553.06,649.09,507.94,503.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,482.3,418.06,332.93,1,328.03,NA,NA,292.39,361.97
"196",1052050124,586.23,621.79,663.73,636.77,584.42,707.23,504.06,658.28,532.39,693.47,628.91,527.65,682.82,654.86,4,663,548.15,674.68,659.91,512.73,462.16,621.46,647.25,435.31,510.91,634.15,575.52,549.59,3,531.73,541.14,522.28,534.62,470.83,538.16,507.18,525.62,594.11,480.29,620.76,500.77,654.64,544.52,382.65,568.21,512.43,633.71,535.26,668.11,347.93,515.57,668.21,4,501.49,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.12,521.4,445.87,2,432.15,426.57,380.67,451.28,469.2
"197",1052050125,586.23,621.79,663.73,636.77,691.82,707.23,653.13,658.28,665.4,611.31,710.87,633.98,682.82,654.86,4,663,600.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.8,NA,2,506.81,520.16,486.89,460.49,503.32,473.98,443.18,504.55,368.26,375.42,446.41,526.86,353.35,544.52,529.45,589.88,601.97,555.81,481.84,377.44,384.25,488.15,395.52,2,618.67,647.31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480.23,423.77,460.67,2,562.26,503.85,565.06,542.78,561.28
"198",1052050126,586.23,621.79,663.73,636.77,637.07,650.77,593.96,658.28,611.11,693.47,604.11,555.43,682.82,654.86,4,604.39,496.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,633.16,631.87,607.1,609.56,692.78,679.34,643.8,649.11,544.56,511.46,514.52,577.04,530.27,636.29,677.79,530.55,512.43,495.98,481.84,474.61,522.09,555.21,512.44,3,474.33,580.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,623.31,672.62,635.02,4,664.3,616.44,624.7,598.68,649.37
"199",1052050127,586.23,621.79,522.64,636.77,584.42,516.1,593.96,658.28,534.49,468.75,569.42,434.01,501.75,602.75,3,663,590.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,554.89,563.19,548.18,458.85,534.89,498.28,497.67,569.85,341.67,347.12,395.88,406.58,422.31,389.48,496.39,238.01,397.71,387.06,459.09,431.6,490.34,432.87,435.97,1,449.95,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.63,525.05,541.76,3,470.55,524.25,468.67,499.79,480.73
"200",1052050128,586.23,567.66,451.28,636.77,544.19,516.1,541.37,457.13,534.49,611.31,533.02,527.65,682.82,555.37,2,438.11,630.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,529.55,510.01,607.76,555.4,552.93,549.04,369.78,569.85,544.56,657.93,620.76,662.42,619.15,544.52,590.92,645.14,601.97,590.58,661.81,627.57,582.32,661.88,668.21,4,669.69,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,556.57,584.32,558.97,3,567.18,551.74,525.72,555.94,563.44
"201",1052050129,586.23,621.79,408.57,538.65,509.82,347.69,593.96,457.13,665.4,611.31,604.11,680.87,617.38,555.37,1,551.98,578.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,685.57,631.87,713.44,572.18,623.97,606.4,534.85,666.54,544.56,511.46,620.76,601.66,456.97,544.52,560.57,530.55,512.43,555.81,459.09,413.04,457.05,497.19,458.32,4,618.67,564.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.29,619.07,598.82,4,626.96,608.73,702.33,601.02,606.41
"202",1052050130,586.23,486.39,522.64,636.77,449.28,516.1,504.06,636.99,509.9,693.47,471.65,457.44,682.82,602.75,3,663,564.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,467.02,482.06,452.18,523.13,478.68,575.1,380.88,503.14,594.11,544.23,620.76,628.6,592.64,636.29,648.32,645.14,601.97,590.58,481.84,500.03,490.34,544.74,357.44,4,669.69,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622.48,632.95,613.89,4,546.4,497.11,503.3,395.14,552
"203",1052050131,586.23,621.79,663.73,636.77,691.82,707.23,653.13,295.09,665.4,611.31,710.87,680.87,682.82,654.86,4,663,620.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,774.03,712.18,714.39,735.82,548.26,821.76,635.52,656.69,594.11,657.93,684.68,697.85,694.1,636.29,750.43,731.12,601.97,677,661.81,668.11,732.73,732.26,668.21,NA,669.69,564.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.14,576.31,574.94,3,658.43,608.86,567.61,651.81,667.4
"204",1052050132,586.23,621.79,663.73,636.77,584.42,707.23,593.96,658.28,665.4,410.06,710.87,555.43,565.14,602.75,4,663,564.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,408.71,426.37,391.76,399.48,408.65,407.62,350.95,578.27,447.75,480.29,477.8,577.04,592.64,636.29,620.15,513.41,601.97,677,613.68,668.11,384.25,544.74,668.21,2,669.69,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,551.82,617.9,600,4,427.65,426.57,380.67,404.06,516.05
"205",1052050133,586.23,621.79,663.73,636.77,691.82,707.23,653.13,658.28,665.4,693.47,710.87,680.87,682.82,654.86,4,663,578.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,618.24,607.48,613.23,562.31,602.05,598.77,565.89,579.73,594.11,617.92,395.88,500.77,422.31,389.48,460.85,417.5,397.71,405.21,418.38,627.57,610.54,497.19,483.25,1,260.67,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.14,666.52,628.09,4,573.68,616.44,624.7,598.68,502.09
"206",1052050134,361.96,389.93,408.57,481.7,584.42,516.1,408.73,457.13,436.28,503.54,432.2,378.99,529.65,489.97,1,514.42,526.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,599.19,627.43,540.31,587.89,657.76,606.59,716.03,569.85,544.56,617.92,559.16,526.86,549.67,460.4,496.39,568.21,512.43,524.8,613.68,527.49,552.52,566.24,603.09,3,569.91,580.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656.73,642.35,666,4,664.27,646.77,468.67,627.43,698.39
"207",1052050135,586.23,621.79,663.73,636.77,691.82,707.23,653.13,658.28,665.4,693.47,710.87,589.16,682.82,654.86,4,663,548.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,633.16,602.64,657.06,724.16,675.9,709.54,621.45,569.85,594.11,451.92,559.16,601.66,570.14,544.52,620.15,530.55,601.97,677,535.26,451.87,490.34,451.82,549.36,3,569.91,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527.71,545.51,555.16,3,643.42,641.69,525.72,639.27,603.85
"208",1052050136,586.23,621.79,663.73,636.77,691.82,707.23,653.13,658.28,534.49,503.54,710.87,555.43,456.94,654.86,4,663,526.81,NA,NA,NA,490.47,NA,NA,NA,NA,NA,NA,NA,1,408.51,407.25,428.44,572.18,623.97,606.4,534.85,505.72,447.75,451.92,446.41,429.31,619.15,420.46,560.57,341.85,512.43,424.42,438.1,451.87,552.52,378.06,483.25,2,427.65,538.63,417.76,516.49,401.31,526.64,323.02,434.13,332.78,430.43,521.04,483.83,551.69,386.12,359.39,367.85,1,394.64,224.69,702.33,331.12,391.85
"209",1052050137,586.23,458.77,663.73,636.77,584.42,650.77,593.96,521.41,665.4,693.47,710.87,680.87,617.38,654.86,4,663,496.07,NA,NA,NA,264.72,NA,NA,NA,NA,NA,NA,NA,4,680.7,712.18,607.76,598.82,627.76,555.21,507.94,503.14,594.11,657.93,620.76,662.42,619.15,636.29,750.43,686.21,601.97,677,NA,NA,698.3,638.86,668.21,4,669.69,564.62,736.16,687.21,647.35,667.44,638.41,679.01,707.61,667.99,235.2,530.49,551.69,533.92,666.52,569.93,3,504.66,464.6,409.25,410.83,473.76
"210",1052050138,586.23,621.79,522.64,506.95,584.42,539.17,653.13,658.28,665.4,693.47,710.87,680.87,682.82,463.26,3,604.39,548.15,NA,NA,NA,490.47,NA,NA,NA,NA,NA,NA,NA,4,781.16,726.51,713.44,568,548.26,598.86,635.52,656.69,544.56,617.92,620.76,475.7,439.49,636.29,529.45,513.41,397.71,368.93,NA,NA,664.81,555.21,395.52,4,501.49,538.63,398.41,635.19,443.33,667.44,486.54,520.18,642.99,505.2,452.6,399.67,551.69,569.53,617.9,612.71,4,572.54,546.88,567.61,559.97,617.47
"211",1052050139,586.23,621.79,663.73,636.77,691.82,707.23,504.06,521.41,665.4,693.47,710.87,680.87,682.82,654.86,4,514.42,526.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,582.09,563.19,613.23,591.68,503.32,546.34,504.57,649.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.09,NA,418.06,328.15,1,364.17,521.19,NA,518.73,361.97
"212",1052050140,586.23,621.79,663.73,636.77,691.82,707.23,593.96,658.28,611.11,693.47,665.83,589.16,682.82,654.86,4,663,610.92,NA,NA,NA,406.95,NA,NA,NA,NA,NA,NA,NA,3,599.19,583.44,657.93,541.19,436.63,518.42,565.89,434.85,594.11,617.92,446.41,552.47,549.67,636.29,496.39,589.88,601.97,574.32,481.84,556.51,582.32,568.81,603.09,2,474.33,449.77,480.1,516.49,588.3,482.74,554.58,496.15,472.91,505.2,440.48,483.83,551.69,656.73,673.74,654.98,4,619.33,616.44,624.7,636.55,528.39
"213",1052050141,586.23,434.5,429.68,481.7,392.93,204.35,331.84,457.13,335.01,438.27,313.57,378.99,277.72,392.83,2,380.61,372.19,NA,NA,NA,568.83,NA,NA,NA,NA,NA,NA,NA,2,508.95,502.55,540.64,458.85,495.04,498.28,391.77,569.85,594.11,578.24,334.36,475.7,694.1,636.29,460.85,589.88,601.97,677,661.81,668.11,457.05,661.88,668.21,1,669.69,449.77,736.16,548.93,647.35,667.44,638.41,679.01,642.99,667.99,537.39,NA,551.69,503.93,513.27,517.4,3,532.04,554.54,565.11,560.25,502.82
"214",1052050142,586.23,621.79,663.73,636.77,691.82,707.23,653.13,658.28,665.4,503.54,710.87,680.87,634.32,654.86,4,514.42,526.81,NA,NA,NA,452.74,NA,NA,NA,NA,NA,573,NA,2,459.21,447.2,498.28,724.16,675.9,809.95,621.45,569.85,594.11,617.92,514.52,577.04,654.64,636.29,529.45,614.8,601.97,633.71,569.01,668.11,582.32,620.4,668.21,3,569.91,449.77,574.89,586.74,647.35,592.08,638.41,520.18,583.73,579.75,427.42,399.67,551.69,575.04,632.95,650.78,4,726.68,641.69,525.72,679.07,672.1
"215",1052060101,458.53,367.33,663.73,481.7,392.93,516.1,383.04,439.74,436.28,330.32,479.28,378.99,456.94,438.57,4,438.11,526.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,478.06,490.43,461.34,621.62,494.58,564.02,534.85,666.54,594.11,657.93,684.68,552.47,694.1,590.99,423.8,548.67,601.97,633.71,661.81,668.11,610.54,604.65,603.09,NA,501.49,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.63,558.47,549.51,3,513.69,531.3,463.86,467.46,528.33
"216",1052060102,586.23,520.31,588.3,538.65,691.82,650.77,474.64,475.74,470.36,611.31,585.09,633.98,617.38,602.75,4,438.11,578.18,NA,NA,NA,568.83,NA,NA,NA,NA,NA,NA,NA,3,550.92,602.64,489.4,656.96,553.06,597.31,507.94,503.14,403.4,544.23,620.76,526.86,439.49,590.99,677.79,513.41,397.71,469.42,459.09,527.49,698.3,497.19,395.52,4,427.65,564.62,346.25,439.21,421.36,592.08,420.07,520.18,539.91,505.2,552.91,483.83,551.69,623.31,641.19,635.02,4,558.71,464.6,503.3,448.55,552
"217",1052060103,586.23,621.79,588.3,583.84,478.61,495.86,593.96,658.28,534.49,468.75,665.83,680.87,456.94,519.87,4,663,496.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,543.91,551.75,510.05,534.62,548.26,556.22,507.18,656.69,403.4,400.91,559.16,628.6,439.49,503.49,496.39,513.41,601.97,677,535.26,500.03,490.34,525.01,458.32,3,669.69,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.63,525.05,574.94,3,629.32,681.21,567.61,704.06,542.28
"218",1052060104,387.73,411.95,451.28,423.55,421.03,397.64,428.4,475.74,436.28,438.27,396.86,378.99,383.38,392.83,2,361.36,415.36,NA,NA,NA,347.46,NA,NA,NA,NA,NA,NA,NA,1,405.9,400.45,435.14,478.59,408.65,496.91,443.18,649.57,447.75,544.23,559.16,526.86,570.14,460.4,560.57,548.67,512.43,469.42,535.26,500.03,582.32,515.57,458.32,3,532.6,538.63,480.1,548.93,588.3,398.01,452.18,474.19,420.05,505.2,337.78,619.63,551.69,604.85,557.39,614.14,4,645.48,647.56,702.33,664.52,561.28
"219",1052060105,338.76,389.93,588.3,407.23,392.93,477.53,449.98,387.97,383.63,383.05,454.22,297.66,529.65,489.97,4,399.31,496.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,508.95,523.1,465.67,449.94,436.63,449.07,513.39,326.02,447.75,375.42,620.76,452.07,549.67,320.56,382.65,568.21,601.97,633.71,661.81,627.57,490.34,525.01,512.44,4,427.65,564.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385.09,513.27,474.23,2,454.29,463.91,519.44,436.35,427.8
"220",1052060106,418.47,367.33,428.03,376.78,449.28,381.77,390.08,475.74,509.9,438.27,313.57,297.66,682.82,415.22,2,484.71,548.15,NA,NA,NA,472.34,NA,NA,NA,NA,NA,NA,NA,2,459.21,471.31,452.18,587.89,534.89,577.67,497.67,569.85,594.11,544.23,477.8,577.04,530.27,590.99,620.15,530.55,512.43,469.42,481.84,451.87,552.52,544.74,458.32,2,501.49,449.77,417.76,548.93,534.92,421.87,486.54,496.15,472.91,505.2,503.59,696.96,551.69,622.48,614.53,634.35,4,664.27,681.35,565.11,652.86,639.34
"221",1052060107,458.53,434.5,663.73,481.7,478.61,495.86,541.37,NA,NA,503.54,471.65,503.13,617.38,519.87,4,551.98,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,514.2,541.99,461.34,407.64,453.4,417.13,369.78,405.08,493.7,511.46,419.44,475.7,492.97,503.49,496.39,548.67,512.43,495.98,459.09,527.49,490.34,577.99,483.25,2,406.83,591.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.63,561.96,565.03,3,510.17,551.74,525.72,517.64,506.75
"222",1052060108,586.23,567.66,588.3,447.74,509.82,516.1,428.4,422.83,436.28,547.03,555.92,555.43,565.14,555.37,4,380.61,372.19,NA,NA,NA,673.31,NA,NA,NA,NA,NA,NA,NA,3,541.47,512.48,657.06,572.18,692.04,631.39,534.85,505.72,594.11,544.23,514.52,324.12,592.64,544.52,343.73,433.65,512.43,555.81,535.26,556.51,384.25,506.32,458.32,3,532.6,449.77,437.89,516.49,443.33,398.01,554.58,415.56,445.24,579.75,686.59,550.39,202.87,429.66,482.1,490.23,2,522.87,503.85,377.53,524.46,528.33
"223",1052060109,586.23,486.39,428.03,332.9,421.03,413.16,183.14,475.74,436.28,275.23,448.18,434.01,529.65,463.26,2,361.36,447.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,503.31,521.31,452.18,723.27,478.68,649.09,507.94,503.14,594.11,617.92,446.41,526.86,492.97,590.99,529.45,530.55,512.43,590.58,535.26,588.32,552.52,555.21,376.38,2,474.33,579.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.63,561.96,569.93,3,504.66,436.41,503.3,410.83,451.19
"224",1052060109,586.23,486.39,428.03,332.9,421.03,413.16,183.14,475.74,436.28,275.23,448.18,434.01,529.65,463.26,2,361.36,447.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,503.31,521.31,452.18,723.27,478.68,649.09,507.94,503.14,594.11,617.92,446.41,526.86,492.97,590.99,529.45,530.55,512.43,590.58,535.26,588.32,552.52,555.21,376.38,2,474.33,579.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.63,561.96,565.03,3,504.66,436.41,503.3,410.83,451.19
"225",1052060110,387.73,342.7,522.64,332.9,241.93,365.25,449.98,521.41,335.01,503.54,203.1,340.06,437.47,392.83,3,604.39,548.15,NA,NA,NA,472.34,NA,NA,NA,NA,NA,NA,NA,2,443.89,457.19,430.05,568,548.26,507.01,507.18,525.62,594.11,578.24,477.8,452.07,456.97,389.48,496.39,548.67,601.97,495.98,569.01,527.49,582.32,577.99,483.25,2,569.91,591.88,502.23,462.3,443.33,482.74,486.54,453.63,420.05,505.2,484.72,430.75,551.69,519.75,545.51,573.66,3,476.12,451.42,380.67,509.04,516.05
"226",1052060111,586.23,567.66,451.28,391.73,392.93,428.63,390.08,496.59,565.71,503.54,463.82,434.01,682.82,602.75,2,663,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,516.48,523.1,514.05,478.59,408.65,484.93,443.18,474.46,594.11,578.24,620.76,500.77,439.49,590.99,382.65,513.41,512.43,555.81,569.01,527.49,582.32,577.99,483.25,4,474.33,276.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.93,523.62,498.55,2,611.2,608.73,702.33,627.24,528.33
"227",1052060111,586.23,567.66,451.28,391.73,392.93,428.63,390.08,496.59,565.71,503.54,463.82,434.01,682.82,602.75,2,663,270,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,516.48,523.1,514.05,478.59,408.65,508.76,443.18,578.27,594.11,578.24,620.76,500.77,439.49,590.99,382.65,513.41,512.43,555.81,569.01,527.49,582.32,577.99,483.25,4,474.33,276.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,503.93,523.62,498.55,2,611.2,608.73,702.33,627.24,528.33
"228",1052060112,586.23,486.39,451.28,441.04,509.82,495.86,428.4,457.13,509.9,547.03,533.02,457.44,529.65,463.26,2,551.98,526.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,510.33,531.06,452.18,519.74,602.05,536.05,534.54,508.17,594.11,272.66,NA,NA,NA,NA,NA,NA,NA,NA,459.09,358.19,347.93,506.32,458.32,NA,NA,564.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.09,NA,418.06,328.15,1,352.59,469.67,NA,470.19,361.97
"229",1052060113,361.96,411.95,451.28,376.78,691.82,650.77,449.98,NA,NA,547.03,479.58,680.87,494.23,489.97,2,459.87,620.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,513.88,496.08,552.22,526.1,476.81,508.49,497.67,447.67,NA,NA,419.44,452.07,492.97,636.29,382.65,480.94,512.43,469.42,NA,NA,NA,NA,NA,2,501.49,606.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,505.69,561.96,565.03,3,528.01,524.25,565.11,560.25,502.82
"230",1052060114,586.23,434.5,588.3,423.55,478.61,381.77,449.98,475.74,453,438.27,440.26,434.01,617.38,392.83,4,459.87,447.47,NA,NA,NA,641.74,NA,NA,NA,NA,NA,NA,NA,3,516.48,523.1,489.4,657.27,515.49,563.88,513.74,569.85,594.11,511.46,262.56,475.7,212.89,231.84,382.65,548.67,601.97,677,569.01,527.49,552.52,515.57,458.32,1,669.69,538.63,603.06,516.49,497.55,449.35,554.58,580.83,503.97,430.43,631.85,530.49,551.69,623.31,599.13,635.02,4,618.68,594.28,525.72,639.27,603.85
"231",1052060115,586.23,567.66,522.64,583.84,478.61,444.31,371.64,346.14,611.11,410.06,585.09,589.16,529.65,463.26,3,551.98,548.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,496.28,511.71,452.18,534.7,623.97,583.98,534.85,666.54,544.56,544.23,446.41,577.04,334.23,460.4,590.92,513.41,601.97,633.71,569.01,668.11,732.73,555.21,512.44,2,501.49,538.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,663.23,589.34,584.2,3,645.48,647.56,565.06,601.02,657.71
"232",1052060116,387.73,367.33,522.64,481.7,421.03,477.53,449.98,368.53,402.35,438.27,406.36,408.58,478.05,415.22,3,459.87,526.81,NA,NA,NA,452.74,NA,NA,NA,NA,NA,NA,NA,2,440.73,450.38,435.14,386.52,627.76,398.25,253.83,369.6,594.11,578.24,395.88,324.12,422.31,320.56,343.73,417.5,397.71,296.41,535.26,500.03,732.73,525.01,415.24,1,532.6,449.77,458.68,382.23,295.52,449.35,392.42,365.49,374.65,332.93,427.42,530.49,523.38,396.47,407.85,370.92,1,452.33,383.74,409.25,395.14,378.05
"233",1052060117,586.23,621.79,522.64,538.65,584.42,601.41,653.13,553.55,611.11,410.06,477.79,555.43,682.82,555.37,3,604.39,526.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,532.65,534.71,514.05,668.89,548.26,623.78,635.52,656.69,594.11,347.12,477.8,526.86,530.27,636.29,423.8,480.94,512.43,555.81,459.09,269.63,347.93,451.82,338.33,2,532.6,591.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,604.29,642.35,642.75,4,577.92,546.88,567.61,559.97,587.8
"234",1052060118,586.23,621.79,522.64,538.65,509.82,566.63,541.37,658.28,665.4,547.03,628.91,633.98,682.82,489.97,3,663,496.07,NA,NA,NA,264.72,NA,NA,NA,NA,NA,NA,NA,3,539.17,563.19,498.28,555.76,503.32,559.76,504.57,578.27,594.11,657.93,620.76,406.58,592.64,460.4,496.39,496.96,512.43,590.58,613.68,556.51,610.54,590.68,435.97,4,474.33,405.51,362.62,418.31,588.3,398.01,486.54,434.13,353.49,332.93,279.23,363.33,386.8,352.1,359.39,338.95,1,418.87,399.33,377.53,385.92,421.36
"235",1052060119,338.76,273.45,451.28,317.74,449.28,444.31,371.64,277.76,246.43,503.54,396.86,340.06,529.65,463.26,2,484.71,525.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,521.76,530.75,512.83,562.31,602.05,562.64,565.89,579.73,368.26,375.42,559.16,452.07,439.49,420.46,560.57,363.71,512.43,590.58,506.91,668.11,490.34,515.57,668.21,3,532.6,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567.63,548.86,555.52,3,664.3,662.44,519.44,636.55,649.37
"236",1052060120,586.23,520.31,451.28,391.73,544.19,566.63,541.37,NA,NA,468.75,522.94,503.13,598.21,463.26,2,484.71,447.47,NA,NA,NA,539.14,NA,NA,NA,NA,NA,NA,NA,2,501.69,502.55,489.4,504.77,495.04,529.68,497.67,490.85,403.4,347.12,477.8,406.58,388.39,460.4,343.73,363.71,512.43,445.59,535.26,527.49,490.34,348.92,458.32,2,406.83,449.77,379.99,352.61,497.55,449.35,554.58,350.56,374.65,384.45,560.43,363.33,551.69,591.39,599.13,627.02,4,588.52,586.56,565.11,582.12,639.34
"237",1052060121,NA,NA,375.32,583.84,363.61,413.16,NA,NA,NA,356.62,NA,NA,NA,349.41,1,NA,535.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,459.21,492.26,402.97,433.7,515.49,500.92,513.74,490.85,594.11,617.92,514.52,526.86,474.8,460.4,529.45,480.94,601.97,469.42,506.91,500.03,610.54,506.32,458.32,3,449.95,591.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.14,611.4,643.72,4,618.68,551.74,525.72,639.27,672.1
"238",1052060121,NA,NA,375.32,583.84,363.61,413.16,NA,NA,NA,356.62,NA,NA,NA,349.41,1,NA,535.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,459.21,492.26,402.97,433.7,515.49,500.92,513.74,490.85,594.11,617.92,514.52,526.86,474.8,460.4,529.45,480.94,601.97,469.42,506.91,500.03,610.54,506.32,458.32,3,449.95,591.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613.14,592.47,643.72,4,618.68,551.74,525.72,639.27,672.1
"239",1052060122,586.23,621.79,588.3,506.95,544.19,601.41,504.06,658.28,611.11,547.03,543.92,680.87,682.82,602.75,4,663,578.18,451.86,659.91,670.61,545.15,465.42,591.48,435.31,473.11,574.26,488.67,549.59,4,652.49,627.43,657.93,469.78,623.97,530.05,534.85,456.16,594.11,511.46,419.44,577.04,456.97,636.29,382.65,568.21,397.71,590.58,613.68,527.49,522.09,590.68,512.44,2,449.95,564.62,525.23,548.93,647.35,592.08,638.41,580.83,472.91,667.99,NA,399.67,551.69,428.09,493.12,481.25,2,551.88,556.41,565.06,542.78,528.33
"240",1052060123,458.53,411.95,428.03,423.55,478.61,495.86,474.64,457.13,419.61,547.03,495.95,434.01,529.65,438.57,2,604.39,548.15,537.75,408.14,603.79,545.15,440.39,393.87,435.31,435.51,485.79,548.03,549.59,3,550.92,547.71,540.64,556.92,478.68,597.31,380.88,503.14,594.11,617.92,684.68,662.42,592.64,590.99,560.57,589.88,601.97,590.58,661.81,500.03,490.34,515.57,458.32,NA,618.67,449.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550.46,600.3,598.82,4,524.33,436.41,409.25,428.37,522.19
